"No.","Time","Source","Destination","Protocol","Length","Info"
"340","5.827177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=193537 Ack=1 Win=2048 Len=1024"
"342","5.828306","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=194561 Ack=1 Win=2048 Len=1024"
"343","5.829367","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=195585 Ack=1 Win=2048 Len=1024"
"345","5.830513","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=196609 Ack=1 Win=2048 Len=1024"
"1215","47.874043","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=199681 Ack=1 Win=2048 Len=1024"
"1216","47.875118","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=200705 Ack=1 Win=2048 Len=1024"
"1218","47.876361","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=201729 Ack=1 Win=2048 Len=1024"
"1219","47.877397","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=202753 Ack=1 Win=2048 Len=1024"
"1221","47.878627","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=203777 Ack=1 Win=2048 Len=1024"
"1222","47.879646","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=204801 Ack=1 Win=2048 Len=1024"
"1224","47.880783","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=205825 Ack=1 Win=2048 Len=1024"
"1225","47.881820","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=206849 Ack=1 Win=2048 Len=1024"
"1227","47.882967","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=207873 Ack=1 Win=2048 Len=1024"
"1228","47.884015","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=208897 Ack=1 Win=2048 Len=1024"
"1230","47.885177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=209921 Ack=1 Win=2048 Len=1024"
"1231","47.886217","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=210945 Ack=1 Win=2048 Len=1024"
"1233","47.887383","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=211969 Ack=1 Win=2048 Len=1024"
"1234","47.888427","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=212993 Ack=1 Win=2048 Len=1024"
"1236","47.889571","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=214017 Ack=1 Win=2048 Len=1024"
"1237","47.890631","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=215041 Ack=1 Win=2048 Len=1024"
"1239","47.891772","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=216065 Ack=1 Win=2048 Len=1024"
"1240","47.892829","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=217089 Ack=1 Win=2048 Len=1024"
"1242","47.893971","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=218113 Ack=1 Win=2048 Len=1024"
"1243","47.895047","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=219137 Ack=1 Win=2048 Len=1024"
"1245","47.896189","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=220161 Ack=1 Win=2048 Len=1024"
"1246","47.897241","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=221185 Ack=1 Win=2048 Len=1024"
"1248","47.898377","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=222209 Ack=1 Win=2048 Len=1024"
"1249","47.899448","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=223233 Ack=1 Win=2048 Len=1024"
"1251","47.900573","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=224257 Ack=1 Win=2048 Len=1024"
"1252","47.901631","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=225281 Ack=1 Win=2048 Len=1024"
"1254","47.902776","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=226305 Ack=1 Win=2048 Len=1024"
"1255","47.903841","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=227329 Ack=1 Win=2048 Len=1024"
"1257","47.904991","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=228353 Ack=1 Win=2048 Len=1024"
"1258","47.906027","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=229377 Ack=1 Win=2048 Len=1024"
"1260","47.907185","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=230401 Ack=1 Win=2048 Len=1024"
"1261","47.908246","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=231425 Ack=1 Win=2048 Len=1024"
"1263","47.909373","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=232449 Ack=1 Win=2048 Len=1024"
"1264","47.910432","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=233473 Ack=1 Win=2048 Len=1024"
"1266","47.911583","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=234497 Ack=1 Win=2048 Len=1024"
"1267","47.912630","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=235521 Ack=1 Win=2048 Len=1024"
"1269","47.913800","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=236545 Ack=1 Win=2048 Len=1024"
"1270","47.914841","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=237569 Ack=1 Win=2048 Len=1024"
"1272","47.915975","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=238593 Ack=1 Win=2048 Len=1024"
"1273","47.917057","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=239617 Ack=1 Win=2048 Len=1024"
"1275","47.918197","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=240641 Ack=1 Win=2048 Len=1024"
"1276","47.919248","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=241665 Ack=1 Win=2048 Len=1024"
"1278","47.920383","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=242689 Ack=1 Win=2048 Len=1024"
"1279","47.921464","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=243713 Ack=1 Win=2048 Len=1024"
"1281","47.922586","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=244737 Ack=1 Win=2048 Len=1024"
"1282","47.923654","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=245761 Ack=1 Win=2048 Len=1024"
"1284","47.924775","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=246785 Ack=1 Win=2048 Len=1024"
"1285","47.925853","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=247809 Ack=1 Win=2048 Len=1024"
"1287","47.927112","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=248833 Ack=1 Win=2048 Len=1024"
"1288","47.928148","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=249857 Ack=1 Win=2048 Len=1024"
"1290","47.929275","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=250881 Ack=1 Win=2048 Len=1024"
"1291","47.930330","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=251905 Ack=1 Win=2048 Len=1024"
"1293","47.931466","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=252929 Ack=1 Win=2048 Len=1024"
"1294","47.932523","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=253953 Ack=1 Win=2048 Len=1024"
"1296","47.933682","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=254977 Ack=1 Win=2048 Len=1024"
"1297","47.934721","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=256001 Ack=1 Win=2048 Len=1024"
"1299","47.935889","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=257025 Ack=1 Win=2048 Len=1024"
"1300","47.936947","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=258049 Ack=1 Win=2048 Len=1024"
"1302","47.938066","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=259073 Ack=1 Win=2048 Len=1024"
"1303","47.939144","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=260097 Ack=1 Win=2048 Len=1024"
"1305","47.940279","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=261121 Ack=1 Win=2048 Len=1024"
"1409","53.042907","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=264193 Ack=1 Win=2048 Len=1024"
"1411","53.044076","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=265217 Ack=1 Win=2048 Len=1024"
"1412","53.045140","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=266241 Ack=1 Win=2048 Len=1024"
"1414","53.046296","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=267265 Ack=1 Win=2048 Len=1024"
"1415","53.047397","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=268289 Ack=1 Win=2048 Len=1024"
"1417","53.048632","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=269313 Ack=1 Win=2048 Len=1024"
"1418","53.049697","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=270337 Ack=1 Win=2048 Len=1024"
"1420","53.050913","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=271361 Ack=1 Win=2048 Len=1024"
"1421","53.051967","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=272385 Ack=1 Win=2048 Len=1024"
"1423","53.053206","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=273409 Ack=1 Win=2048 Len=1024"
"1424","53.054215","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=274433 Ack=1 Win=2048 Len=1024"
"1426","53.055323","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=275457 Ack=1 Win=2048 Len=1024"
"1427","53.056420","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=276481 Ack=1 Win=2048 Len=1024"
"1429","53.057570","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=277505 Ack=1 Win=2048 Len=1024"
"1430","53.058584","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=278529 Ack=1 Win=2048 Len=1024"
"1432","53.059741","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=279553 Ack=1 Win=2048 Len=1024"
"1433","53.060804","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=280577 Ack=1 Win=2048 Len=1024"
"1435","53.061950","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=281601 Ack=1 Win=2048 Len=1024"
"1436","53.063010","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=282625 Ack=1 Win=2048 Len=1024"
"1438","53.064156","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=283649 Ack=1 Win=2048 Len=1024"
"1439","53.065203","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=284673 Ack=1 Win=2048 Len=1024"
"1441","53.066350","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=285697 Ack=1 Win=2048 Len=1024"
"1442","53.067393","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=286721 Ack=1 Win=2048 Len=1024"
"1444","53.068536","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=287745 Ack=1 Win=2048 Len=1024"
"1445","53.069569","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=288769 Ack=1 Win=2048 Len=1024"
"1447","53.070714","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=289793 Ack=1 Win=2048 Len=1024"
"1448","53.071767","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=290817 Ack=1 Win=2048 Len=1024"
"1450","53.072923","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=291841 Ack=1 Win=2048 Len=1024"
"1451","53.073980","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=292865 Ack=1 Win=2048 Len=1024"
"1453","53.075120","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=293889 Ack=1 Win=2048 Len=1024"
"1454","53.076154","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=294913 Ack=1 Win=2048 Len=1024"
"1456","53.077312","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=295937 Ack=1 Win=2048 Len=1024"
"1457","53.078370","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=296961 Ack=1 Win=2048 Len=1024"
"1459","53.079514","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=297985 Ack=1 Win=2048 Len=1024"
"1460","53.080570","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=299009 Ack=1 Win=2048 Len=1024"
"1462","53.081721","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=300033 Ack=1 Win=2048 Len=1024"
"1463","53.082791","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=301057 Ack=1 Win=2048 Len=1024"
"1465","53.083916","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=302081 Ack=1 Win=2048 Len=1024"
"1466","53.084969","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=303105 Ack=1 Win=2048 Len=1024"
"1468","53.086114","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=304129 Ack=1 Win=2048 Len=1024"
"1469","53.087186","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=305153 Ack=1 Win=2048 Len=1024"
"1471","53.088318","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=306177 Ack=1 Win=2048 Len=1024"
"1472","53.089388","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=307201 Ack=1 Win=2048 Len=1024"
"1474","53.090525","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=308225 Ack=1 Win=2048 Len=1024"
"1475","53.091570","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=309249 Ack=1 Win=2048 Len=1024"
"1477","53.092724","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=310273 Ack=1 Win=2048 Len=1024"
"1478","53.093771","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=311297 Ack=1 Win=2048 Len=1024"
"1480","53.094910","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=312321 Ack=1 Win=2048 Len=1024"
"1481","53.095964","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=313345 Ack=1 Win=2048 Len=1024"
"1483","53.097130","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=314369 Ack=1 Win=2048 Len=1024"
"1484","53.098177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=315393 Ack=1 Win=2048 Len=1024"
"1486","53.099334","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=316417 Ack=1 Win=2048 Len=1024"
"1487","53.100376","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=317441 Ack=1 Win=2048 Len=1024"
"1489","53.101525","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=318465 Ack=1 Win=2048 Len=1024"
"1490","53.102578","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=319489 Ack=1 Win=2048 Len=1024"
"1492","53.103719","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=320513 Ack=1 Win=2048 Len=1024"
"1493","53.104804","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=321537 Ack=1 Win=2048 Len=1024"
"1495","53.105918","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=322561 Ack=1 Win=2048 Len=1024"
"1496","53.106977","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=323585 Ack=1 Win=2048 Len=1024"
"1498","53.108122","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=324609 Ack=1 Win=2048 Len=1024"
"1499","53.109177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=325633 Ack=1 Win=2048 Len=1024"
"1501","53.110321","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=326657 Ack=1 Win=2048 Len=1024"
"1604","58.151043","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=329729 Ack=1 Win=2048 Len=1024"
"1605","58.152084","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=330753 Ack=1 Win=2048 Len=1024"
"1607","58.153305","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=331777 Ack=1 Win=2048 Len=1024"
"1608","58.154357","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=332801 Ack=1 Win=2048 Len=1024"
"1610","58.155614","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=333825 Ack=1 Win=2048 Len=1024"
"1611","58.156645","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=334849 Ack=1 Win=2048 Len=1024"
"1613","58.157881","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=335873 Ack=1 Win=2048 Len=1024"
"1614","58.158944","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=336897 Ack=1 Win=2048 Len=1024"
"1616","58.160124","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=337921 Ack=1 Win=2048 Len=1024"
"1617","58.161177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=338945 Ack=1 Win=2048 Len=1024"
"1619","58.162314","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=339969 Ack=1 Win=2048 Len=1024"
"1620","58.163368","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=340993 Ack=1 Win=2048 Len=1024"
"1622","58.164522","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=342017 Ack=1 Win=2048 Len=1024"
"1623","58.165601","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=343041 Ack=1 Win=2048 Len=1024"
"1625","58.166724","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=344065 Ack=1 Win=2048 Len=1024"
"1626","58.167784","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=345089 Ack=1 Win=2048 Len=1024"
"1628","58.168914","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=346113 Ack=1 Win=2048 Len=1024"
"1629","58.169977","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=347137 Ack=1 Win=2048 Len=1024"
"1631","58.171117","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=348161 Ack=1 Win=2048 Len=1024"
"1632","58.172172","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=349185 Ack=1 Win=2048 Len=1024"
"1634","58.173321","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=350209 Ack=1 Win=2048 Len=1024"
"1635","58.174373","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=351233 Ack=1 Win=2048 Len=1024"
"1637","58.175559","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=352257 Ack=1 Win=2048 Len=1024"
"1638","58.176577","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=353281 Ack=1 Win=2048 Len=1024"
"1640","58.177715","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=354305 Ack=1 Win=2048 Len=1024"
"1641","58.178801","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=355329 Ack=1 Win=2048 Len=1024"
"1643","58.179939","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=356353 Ack=1 Win=2048 Len=1024"
"1644","58.180979","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=357377 Ack=1 Win=2048 Len=1024"
"1646","58.182157","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=358401 Ack=1 Win=2048 Len=1024"
"1647","58.183195","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=359425 Ack=1 Win=2048 Len=1024"
"1649","58.184324","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=360449 Ack=1 Win=2048 Len=1024"
"1650","58.185373","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=361473 Ack=1 Win=2048 Len=1024"
"1652","58.186541","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=362497 Ack=1 Win=2048 Len=1024"
"1653","58.187581","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=363521 Ack=1 Win=2048 Len=1024"
"1655","58.188724","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=364545 Ack=1 Win=2048 Len=1024"
"1656","58.189781","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=365569 Ack=1 Win=2048 Len=1024"
"1658","58.190959","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=366593 Ack=1 Win=2048 Len=1024"
"1659","58.192011","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=367617 Ack=1 Win=2048 Len=1024"
"1661","58.193153","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=368641 Ack=1 Win=2048 Len=1024"
"1662","58.194217","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=369665 Ack=1 Win=2048 Len=1024"
"1664","58.195359","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=370689 Ack=1 Win=2048 Len=1024"
"1665","58.196400","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=371713 Ack=1 Win=2048 Len=1024"
"1667","58.197525","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=372737 Ack=1 Win=2048 Len=1024"
"1668","58.198584","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=373761 Ack=1 Win=2048 Len=1024"
"1670","58.199725","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=374785 Ack=1 Win=2048 Len=1024"
